LP	Substancja	EAN	Nazwa	Postać	Dawka	Zawartość	Wskazania	Odpłatność	Dopłata
1514	Finasteridum	05909990811045	Finaster	tabletki powlekane	5 mg	90 szt.	Przerost gruczołu krokowego; 	ryczałt	22,78
1515	Finasteridum	05909991284053	Finasterid Stada 5 mg tabletki powlekane	tabletki powlekane	5 mg	120 tabl.	Przerost gruczołu krokowego; 	ryczałt	12,80
1516	Finasteridum	05909990055098	Finasterid Stada 5 mg tabletki powlekane	tabletki powlekane	5 mg	30 szt. (3 blist.po 10 szt.)	Przerost gruczołu krokowego; 	ryczałt	6,32
1517	Finasteridum	05909991289430	Finasterid Stada 5 mg tabletki powlekane	tabletki powlekane	5 mg	90 tabl.	Przerost gruczołu krokowego; 	ryczałt	9,60
1518	Finasteridum	05909991096571	Finasteridum Bluefish	tabletki powlekane	5 mg	30 szt.	Przerost gruczołu krokowego; 	ryczałt	3,20
1519	Finasteridum	05909991096601	Finasteridum Bluefish	tabletki powlekane	5 mg	90 szt.	Przerost gruczołu krokowego; 	ryczałt	9,60
1520	Finasteridum	05909991317720	Finiprost	tabletki powlekane	5 mg	30 szt.	Przerost gruczołu krokowego; 	ryczałt	4,22
1521	Finasteridum	05909990017973	Finpros 5 mg	tabletki powlekane	5 mg	30 szt. (3 blist.po 10 szt.)	Przerost gruczołu krokowego; 	ryczałt	8,36
1522	Finasteridum	05909990050895	Finxta	tabletki powlekane	5 mg	28 szt. (2 blist.po 14 szt.)	Przerost gruczołu krokowego; 	ryczałt	10,10
1523	Finasteridum	05909990017997	Hyplafin	tabletki powlekane	5 mg	30 szt. (3 blist.po 10 szt.)	Przerost gruczołu krokowego; 	ryczałt	9,89
1524	Finasteridum	05909990077267	Penester	tabletki powlekane	5 mg	30 szt. (2 blist.po 15 szt.)	Przerost gruczołu krokowego; 	ryczałt	8,86
1525	Finasteridum	05909990077274	Penester	tabletki powlekane	5 mg	90 szt. (6 blist.po 15 szt.)	Przerost gruczołu krokowego; 	ryczałt	25,64
1526	Finasteridum	05909990362110	Proscar	tabletki powlekane	5 mg	28 szt. (2 blist.po 14 szt.)	Przerost gruczołu krokowego; 	ryczałt	10,44
1527	Finasteridum	05909990074105	Symasteride	tabletki powlekane	5 mg	30 szt. (2 blist.po 15 szt.)	Przerost gruczołu krokowego; 	ryczałt	7,45
1528	Finasteridum	05909991107871	Symasteride	tabletki powlekane	5 mg	90 tabl.	Przerost gruczołu krokowego; 	ryczałt	13,09
1529	Finasteridum	05909991088842	Uronezyr	tabletki powlekane	5 mg	30 szt.	Przerost gruczołu krokowego; 	ryczałt	6,37
1530	Finasteridum	05909991053710	Zasterid	tabletki powlekane	5 mg	28 szt.	Przerost gruczołu krokowego; 	ryczałt	8,53
1531	Fluconazolum	05909991257804	Candifluc	syrop	5 mg/ml	1 but. 150 ml	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	50%	14,86
1532	Fluconazolum	05909990662388	Flucofast	kapsułki twarde	100 mg	28 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	50%	52,38
1533	Fluconazolum	05909990662371	Flucofast	kapsułki twarde	100 mg	7 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	50%	14,95
1534	Fluconazolum	05909990490615	Flucofast	kapsułki	150 mg	1 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	50%	3,51
1535	Fluconazolum	05909991283247	Flucofast	kapsułki twarde	200 mg	7 kaps.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	50%	20,67
1536	Fluconazolum	05909990490523	Flucofast	kapsułki	50 mg	14 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	50%	14,95
1537	Fluconazolum	05909990490516	Flucofast	kapsułki	50 mg	7 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	50%	7,95
1538	Fluconazolum	05909991097219	Fluconazin	syrop	5 mg/ml	1 but.po 150 ml	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	50%	15,93
1539	Fluconazolum	05909990912988	Fluconazole Aurobindo	kapsułki twarde	100 mg	28 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	50%	36,47
1540	Fluconazolum	05909990912896	Fluconazole Aurobindo	kapsułki twarde	100 mg	7 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	50%	10,43
1541	Fluconazolum	05909990913466	Fluconazole Aurobindo	kapsułki twarde	200 mg	7 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	50%	19,57
1542	Fluconazolum	05909990912360	Fluconazole Aurobindo	kapsułki twarde	50 mg	14 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	50%	10,43
1543	Fluconazolum	05909990912346	Fluconazole Aurobindo	kapsułki twarde	50 mg	7 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	50%	5,71
1544	Fluconazolum	05909991262679	Fluconazole Genoptim	kapsułki twarde	100 mg	28 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	50%	36,45
1545	Fluconazolum	05909991262617	Fluconazole Genoptim	kapsułki twarde	100 mg	7 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	50%	10,31
1546	Fluconazolum	05909991262488	Fluconazole Genoptim	kapsułki twarde	50 mg	14 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	50%	10,31
1547	Fluconazolum	05909991262457	Fluconazole Genoptim	kapsułki twarde	50 mg	7 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	50%	5,65
1548	Fluconazolum	05909991273798	Fluconazole Hasco	syrop	5 mg/ml	1 but. 150 ml	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	50%	15,60
1549	Fluconazolum	05909990780181	Fluconazole Polfarmex	tabletki	100 mg	28 tabl.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	50%	40,64
1550	Fluconazolum	05909990859719	Fluconazole Polfarmex	tabletki	100 mg	7 tabl.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	50%	12,13
1551	Fluconazolum	05909990017874	Fluconazole Polfarmex	tabletki	150 mg	1 tabl.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	50%	2,88
1552	Fluconazolum	05909990017881	Fluconazole Polfarmex	tabletki	150 mg	3 tabl.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	50%	8,18
1553	Fluconazolum	05909991022556	Fluconazole Polfarmex	tabletki	200 mg	14 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	50%	39,93
1554	Fluconazolum	05909991022549	Fluconazole Polfarmex	tabletki	200 mg	7 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	50%	21,36
1555	Fluconazolum	05909990859511	Fluconazole Polfarmex	syrop	5 mg/ml	150 ml (but.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	50%	15,60
1556	Fluconazolum	05909990859610	Fluconazole Polfarmex	tabletki	50 mg	14 tabl.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	50%	12,03
1557	Fluconazolum	05909990859672	Fluconazole Polfarmex	tabletki	50 mg	7 tabl.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	50%	6,51
1558	Fluconazolum	05909990869756	Flukonazol Actavis/Flumycon	kapsułki twarde	100 mg	28 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	50%	39,24
1559	Fluconazolum	05909990869732	Flukonazol Actavis/Flumycon	kapsułki twarde	100 mg	7 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	50%	12,46
1560	Fluconazolum	05909990869763	Flukonazol Actavis/Flumycon	kapsułki twarde	150 mg	1 kaps.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	50%	2,73
1561	Fluconazolum	05909990869770	Flukonazol Actavis/Flumycon	kapsułki twarde	200 mg	7 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	50%	21,80
1562	Fluconazolum	05909990869695	Flukonazol Actavis/Flumycon	kapsułki twarde	50 mg	14 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	50%	12,46
1563	Fluconazolum	05909990869688	Flukonazol Actavis/Flumycon	kapsułki twarde	50 mg	7 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	50%	6,17
1564	Fluconazolum	05909991365745	Flumycon	kapsułki twarde	150 mg	7 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	50%	14,06
1565	Fluconazolum	05909990841707	Flumycon	syrop	5 mg/ml	150 ml w butelce	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	50%	15,93
1566	Fluconazolum	05909991388270	Fluxazol	kapsułki twarde	100 mg	7 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	50%	9,33
1567	Fluconazolum	05909991388287	Fluxazol	kapsułki twarde	150 mg	1 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	50%	2,15
1568	Fluconazolum	05909991388294	Fluxazol	kapsułki twarde	200 mg	7 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	50%	17,65
1569	Fluconazolum	05909991388263	Fluxazol	kapsułki twarde	50 mg	7 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	50%	4,91
1570	Fluconazolum	05909990980611	Mycosyst	kapsułki	100 mg	28 szt. (4 blist.po 7 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	50%	41,51
1571	Fluconazolum	05909990642533	Mycosyst	kapsułki	100 mg	7 szt. (1 blist.po 7 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	50%	10,20
1572	Fluconazolum	05909991118914	Mycosyst	kapsułki	200 mg	7 szt. (1 blist.po 7 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	50%	20,26
1573	Fluconazolum	05909990980512	Mycosyst	kapsułki	50 mg	7 szt. (1 blist.po 7 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	50%	5,08
1574	Fludrocortisonum	05904374007885	Cortineff	tabletki	100 µg	20 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	ryczałt	3,20
1575	Fludrocortisonum	05909990170319	Cortineff	tabletki	100 µg	20 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	ryczałt	3,20
1576	Fluoxetinum	05909991065515	Andepin	kapsułki twarde	20 mg	30 szt. (3 blist.po 10 szt.)	Choroby psychiczne lub upośledzenia umysłowe; 	30%	10,14
1577	Fluoxetinum	05909990372317	Bioxetin	tabletki	20 mg	30 szt.	Choroby psychiczne lub upośledzenia umysłowe; 	30%	10,34
1578	Fluoxetinum	05909990776955	Fluoksetyna EGIS	kapsułki twarde	20 mg	28 szt.	Choroby psychiczne lub upośledzenia umysłowe; 	30%	6,83
1579	Fluoxetinum	05909990770311	Fluoxetin Polpharma	kapsułki twarde	20 mg	30 szt. (3 blist.po 10 szt.)	Choroby psychiczne lub upośledzenia umysłowe; 	30%	10,14
1580	Fluoxetinum	05909991317621	Fluoxetine Aurovitas	kapsułki twarde	20 mg	30 tabl.	Choroby psychiczne lub upośledzenia umysłowe; 	30%	5,13
1581	Fluoxetinum	05909990742509	Fluxemed	kapsułki twarde	20 mg	30 szt. (3 blist.po 10 szt.)	Choroby psychiczne lub upośledzenia umysłowe; 	30%	5,16
1582	Fluoxetinum	05909990374328	Seronil	tabletki powlekane	10 mg	100 szt. (10 blist.po 10 szt.)	Choroby psychiczne lub upośledzenia umysłowe; 	30%	31,03
1583	Fluoxetinum	05909990374311	Seronil	tabletki powlekane	10 mg	30 szt. (3 blist.po 10 szt.)	Choroby psychiczne lub upośledzenia umysłowe; 	30%	11,66
1584	Flupentixolum	05909991074258	Fluanxol	tabletki powlekane	0.5 mg	50 tabl.	Choroby psychiczne lub upośledzenia umysłowe; 	ryczałt	10,28
1585	Flupentixolum	05909991074296	Fluanxol	tabletki powlekane	3 mg	50 tabl.	Choroby psychiczne lub upośledzenia umysłowe; 	ryczałt	3,20
1586	Flupentixolum	05909990127214	Fluanxol Depot	roztwór do wstrzykiwań	20 mg/ml	1 amp.po 1 ml	Choroby psychiczne lub upośledzenia umysłowe; 	ryczałt	3,20
1587	Flutamidum	05909990941612	Apo-Flutam	tabletki powlekane	250 mg	30 szt. (1 but.po 30 szt.)	Nowotwory złośliwe; 	bezpłatny do limitu	1,76
1588	Flutamidum	05909990941629	Apo-Flutam	tabletki powlekane	250 mg	90 szt. (1 but.po 90 szt.)	Nowotwory złośliwe; 	bezpłatny do limitu	0,00
1589	Flutamidum	05909990139217	Flutamid Egis	tabletki	250 mg	100 szt. (5 blist.po 20 szt.)	Nowotwory złośliwe; 	bezpłatny do limitu	0,00
1590	Fluticasoni propionas	05909990365111	Cutivate	maść	0.05 mg/g	15 g	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	50%	8,20
1591	Fluticasoni propionas	05909990365012	Cutivate	krem	0.5 mg/g	15 g	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	50%	8,20
1592	Fluticasoni propionas	05909990933839	Flixonase	aerozol do nosa, zawiesina	50 µg/dawkę	poj. 10 ml (120 dawek)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	50%	9,64
1593	Fluticasoni propionas	05906414003062	Flutixon Neb	zawiesina do nebulizacji	0.5 mg/2 ml	10 amp. 2 ml	Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli; 	ryczałt	3,20
1594	Fluticasoni propionas + Salmeterolum	05909991274931	AirFluSal Forspiro	proszek do inhalacji	250+50 µg	1 inh.po 60 daw.	Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli; 	ryczałt	8,19
1595	Fluticasoni propionas + Salmeterolum	05909991274955	AirFluSal Forspiro	proszek do inhalacji	500+50 µg	1 inh.po 60 daw.	Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli; 	ryczałt	8,31
1596	Fluticasoni propionas + Salmeterolum	05909991034870	Asaris	proszek do inhalacji	100+50 (µg + µg)/dawkę inhalacyjną	1 inhalator 60 dawek	Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli; 	ryczałt	3,21
1597	Fluticasoni propionas + Salmeterolum	05909991034887	Asaris	proszek do inhalacji	250+50 (µg + µg)/dawkę inhalacyjną	1 inhalator 60 dawek	Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli; 	ryczałt	3,20
1598	Fluticasoni propionas + Salmeterolum	05909991034894	Asaris	proszek do inhalacji	500+50 (µg + µg)/dawkę inhalacyjną	1 inhalator 60 dawek	Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli; 	ryczałt	3,20
1599	Fluticasoni propionas + Salmeterolum	05906720534670	Comboterol	aerozol inhalacyjny, zawiesina	125+25 µg/dawkę inhalacyjną	1 poj. 120 dawek	Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli; 	ryczałt	8,40
1600	Fluticasoni propionas + Salmeterolum	05906720534687	Comboterol	aerozol inhalacyjny, zawiesina	250+25 µg/dawkę inhalacyjną	1 poj. 120 dawek	Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli; 	ryczałt	11,71
1601	Fluticasoni propionas + Salmeterolum	05909991403959	Fluticomb	aerozol inhalacyjny, zawiesina	125+25 µg/dawkę inhalacyjną	1 inhalator 120 dawek	Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli; 	ryczałt	3,20
1602	Fluticasoni propionas + Salmeterolum	05909991403966	Fluticomb	aerozol wziewny, zawiesina	250+25 µg/dawkę odmierzoną	1 inhalator 120 dawek	Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli; 	ryczałt	3,20
1603	Fluticasoni propionas + Salmeterolum	05909991403898	Fluticomb	aerozol wziewny, zawiesina	50+25 µg/dawkę odmierzoną	1 inhalator 120 dawek	Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli; 	ryczałt	3,20
1604	Fluticasoni propionas + Salmeterolum	05909991383626	Salflumix Easyhaler	proszek do inhalacji	250+50 µg/dawkę odmierzoną	1 inh.po 60 daw.	Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli; 	ryczałt	6,61
1605	Fluticasoni propionas + Salmeterolum	05909991383657	Salflumix Easyhaler	proszek do inhalacji	500+50 µg/dawkę odmierzoną	1 inh.po 60 daw.	Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli; 	ryczałt	8,14
1606	Fluticasoni propionas + Salmeterolum	05909991034900	Salmex	proszek do inhalacji	100+50 (µg + µg)/dawkę inhalacyjną	1 inhalator (60 dawek)	Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli; 	ryczałt	4,18
1607	Fluticasoni propionas + Salmeterolum	05909991034924	Salmex	proszek do inhalacji	250+50 (µg + µg)/dawkę inhalacyjną	1 inhalator (60 dawek)	Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli; 	ryczałt	7,97
1608	Fluticasoni propionas + Salmeterolum	05909991034931	Salmex	proszek do inhalacji	500+50 (µg + µg)/dawkę inhalacyjną	1 inhalator (60 dawek)	Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli; 	ryczałt	10,57
1609	Fluticasoni propionas + Salmeterolum	05909990907014	Seretide 125	zawiesina	125+25 µg/dawkę inhalacyjną	120 daw. (1 poj.po 120 daw.)	Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli; 	ryczałt	31,58
1610	Fluticasoni propionas + Salmeterolum	05909990907113	Seretide 250	zawiesina	250+25 µg/dawkę inhalacyjną	120 daw. (1 poj.po 120 daw.)	Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli; 	ryczałt	46,86
1611	Fluticasoni propionas + Salmeterolum	05909990906918	Seretide 50	zawiesina	50+25 µg/dawkę inhalacyjną	120 daw. (1 poj.po 120 daw.)	Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli; 	ryczałt	23,58
1612	Fluticasoni propionas + Salmeterolum	05909990832422	Seretide Dysk 100	proszek do inhalacji	100+50 µg/dawkę inhalacyjną	1 poj.po 60 daw.	Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli; 	ryczałt	17,28
1613	Fluticasoni propionas + Salmeterolum	05909990832521	Seretide Dysk 250	proszek do inhalacji	250+50 µg/dawkę inhalacyjną	1 poj.po 60 daw.	Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli; 	ryczałt	33,82
1614	Fluticasoni propionas + Salmeterolum	05909990832620	Seretide Dysk 500	proszek do inhalacji	500+50 µg/dawkę inhalacyjną	1 poj.po 60 daw.	Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli; 	ryczałt	42,06
1615	Fluticasoni propionas + Salmeterolum	05909991078980	Symflusal	proszek do inhalacji	250+50 µg/dawkę inhalacyjną	1 blister 60 dawek  + inhalator Elpenhaler	Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli; 	ryczałt	6,61
1616	Fluticasoni propionas + Salmeterolum	05909991079055	Symflusal	proszek do inhalacji	500+50 µg/dawkę inhalacyjną	1 blister 60 dawek  + inhalator Elpenhaler	Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli; 	ryczałt	8,14
1617	Fluticasonum	05908289660371	Fanipos	aerozol do nosa, zawiesina	50 µg/dawkę	2 poj. po 120 daw.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	50%	17,84
1618	Fluticasonum	05909990570720	Fanipos	aerozol do nosa, zawiesina	50 µg/dawkę donosową	1 szt. (1 but.po 120 daw.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	50%	9,64
1619	Fluticasonum	05909990933822	Flixonase Nasule	krople do nosa, zawiesina	400 µg	28 poj. (4 sasz.po 7 poj.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	50%	25,69
1620	Fluticasonum	05909990956517	Flixotide	zawiesina do nebulizacji	0.5 mg/2 ml	10 poj. (2 sasz.po 5 poj.)	Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli; 	ryczałt	10,90
1621	Fluticasonum	05909990851423	Flixotide	aerozol inhalacyjny, zawiesina	125 µg	120 daw.	Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli; 	ryczałt	40,70
1622	Fluticasonum	05909990851416	Flixotide	aerozol inhalacyjny, zawiesina	125 µg	60 daw.	Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli; 	ryczałt	22,75
1623	Fluticasonum	05909990956616	Flixotide	zawiesina do nebulizacji	2 mg/2 ml	10 poj. (2 sasz.po 5 poj.)	Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli; 	ryczałt	8,19
1624	Fluticasonum	05909990851522	Flixotide	aerozol inhalacyjny, zawiesina	250 µg	120 daw.	Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli; 	ryczałt	50,38
1625	Fluticasonum	05909990851515	Flixotide	aerozol inhalacyjny, zawiesina	250 µg	60 daw.	Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli; 	ryczałt	37,52
1626	Fluticasonum	05909990851317	Flixotide	aerozol inhalacyjny, zawiesina	50 µg	120 daw.	Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli; 	ryczałt	22,95
1627	Fluticasonum	05909990484621	Flixotide Dysk	proszek do inhalacji	100 µg/dawkę inhalacyjną	60 daw.	Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli; 	ryczałt	23,51
1628	Fluticasonum	05909990484720	Flixotide Dysk	proszek do inhalacji	250 µg/dawkę inhalacyjną	60 daw.	Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli; 	ryczałt	35,26
1629	Fluticasonum	05909990484522	Flixotide Dysk	proszek do inhalacji	50 µg/dawkę inhalacyjną	60 daw.	Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli; 	ryczałt	18,57
1630	Fluticasonum	05909990484829	Flixotide Dysk	proszek do inhalacji	500 µg/dawkę inhalacyjną	60 daw.	Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli; 	ryczałt	50,38
1631	Fluticasonum	05909990938001	Flutixon	proszek do inhalacji w kaps. twardej	125 µg	120 kaps.	Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli; 	ryczałt	19,24
1632	Fluticasonum	05909990785858	Flutixon	proszek do inhalacji w kaps. twardej	125 µg/dawkę inhalacyjną	60 kaps.	Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli; 	ryczałt	14,61
1633	Fluticasonum	05909990938025	Flutixon	proszek do inhalacji w kaps. twardej	250 µg	120 kaps.	Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli; 	ryczałt	32,62
1634	Fluticasonum	05909990785889	Flutixon	proszek do inhalacji w kaps. twardej	250 µg/dawkę inhalacyjną	60 kaps.	Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli; 	ryczałt	19,60
1635	Fluvoxamini maleas	05909991431211	Fevarin	tabletki powlekane	100 mg	30 szt.	Choroby psychiczne lub upośledzenia umysłowe; 	30%	18,78
1636	Fluvoxamini maleas	05909991431167	Fevarin	tabletki powlekane	50 mg	60 szt.	Choroby psychiczne lub upośledzenia umysłowe; 	30%	18,78
1637	Fluvoxaminum	05909990347827	Fevarin	tabletki powlekane	100 mg	30 szt.	Choroby psychiczne lub upośledzenia umysłowe; 	30%	29,31
1638	Fluvoxaminum	05909990347728	Fevarin	tabletki powlekane	50 mg	60 szt.	Choroby psychiczne lub upośledzenia umysłowe; 	30%	29,31
1639	Folitropinum delta	05909991343019	Rekovelle	roztwór do wstrzykiwań	12 µg/0.36 ml	1 wstrzykiwacz 0,36 ml + 3 igły	Kontrolowana hiperstymulacja jajników u pacjentek w wieku poniżej 40 roku życia w celu uzyskania rozwoju mnogich pęcherzyków, rokujących uzyskanie prawidłowej odpowiedzi na stymulację jajeczkowania (hormon folikulotropowy - FSH poniżej 15 mlU/ml w 2-3 dniu cyklu lub hormon antymüllerowski - AMH powyżej 0,7 ng/ml (wg II standardu)), u których nie stwierdza się wcześniejszych, niedostatecznych odpowiedzi na stymulację owulacji oraz bez nawracających poronień z tym samym partnerem - refundacja do 3 cykli; 	ryczałt	119,11
1640	Folitropinum delta	05909991343033	Rekovelle	roztwór do wstrzykiwań	72 µg/2.16 ml	1 wstrzykiwacz 2,16 ml + 9 igieł	Kontrolowana hiperstymulacja jajników u pacjentek w wieku poniżej 40 roku życia w celu uzyskania rozwoju mnogich pęcherzyków, rokujących uzyskanie prawidłowej odpowiedzi na stymulację jajeczkowania (hormon folikulotropowy - FSH poniżej 15 mlU/ml w 2-3 dniu cyklu lub hormon antymüllerowski - AMH powyżej 0,7 ng/ml (wg II standardu)), u których nie stwierdza się wcześniejszych, niedostatecznych odpowiedzi na stymulację owulacji oraz bez nawracających poronień z tym samym partnerem - refundacja do 3 cykli; 	ryczałt	635,77
1641	Follitropinum alfa	05997001308486	Bemfola	roztwór do wstrzykiwań	150 j.m./0.25 ml	1 wstrzykiwacz po 0,25 ml	Kontrolowana hiperstymulacja jajników u pacjentek w wieku poniżej 40 roku życia w celu uzyskania rozwoju mnogich pęcherzyków, rokujących uzyskanie prawidłowej odpowiedzi na stymulację jajeczkowania (hormon folikulotropowy - FSH poniżej 15 mlU/ml w 2-3 dniu cyklu lub hormon antymüllerowski - AMH powyżej 0,7 ng/ml (wg II standardu)), u których nie stwierdza się wcześniejszych, niedostatecznych odpowiedzi na stymulację owulacji oraz bez nawracających poronień z tym samym partnerem - refundacja do 3 cykli; Brak owulacji u pacjentek w wieku poniżej 40 roku życia, u których nie uzyskano odpowiedzi po zastosowaniu cytrynianu klomifenu, rokujących uzyskanie prawidłowej odpowiedzi na stymulację jajeczkowania (hormon folikulotropowy - FSH poniżej 15 mlU/ml w 2-3 dniu cyklu lub hormon antymüllerowski - AMH powyżej 0,7 ng/ml (wg II standardu)) – refundacja do 3 cykli; Stymulacja wzrostu pęcherzyków jajnikowych u pacjentek w wieku poniżej 40 roku życia ze znacznym niedoborem LH, FSH w skojarzeniu z hormonem luteinizującym LH – refundacja do 3 cykli; 	ryczałt	22,48
