LP	Substancja	EAN	Nazwa	Postać	Dawka	Zawartość	Wskazania	Odpłatność	Dopłata
323	Osimertinibum	05000456012058	Tagrisso	tabletki powlekane	40 mg	30 szt.	dostępne w ramach programu lekowego	bezpłatny	0
324	Osimertinibum	05000456012065	Tagrisso	tabletki powlekane	80 mg	30 szt.	dostępne w ramach programu lekowego	bezpłatny	0
325	Paclitaxelum albuminatum	05909990930265	Abraxane	proszek do sporządzania zawiesiny do infuzji	5 mg/ml	1 fiol.po 100 mg	dostępne w ramach programu lekowego	bezpłatny	0
326	Palbociclibum	05907636977087	Ibrance	kapsułki twarde	100 mg	21 szt.	dostępne w ramach programu lekowego	bezpłatny	0
327	Palbociclibum	05907636977094	Ibrance	kapsułki twarde	125 mg	21 szt.	dostępne w ramach programu lekowego	bezpłatny	0
328	Palbociclibum	05907636977070	Ibrance	kapsułki twarde	75 mg	21 szt.	dostępne w ramach programu lekowego	bezpłatny	0
330	Palivizumabum	08054083006093	Synagis	roztwór do wstrzykiwań	100 mg/ml	0,5 ml	dostępne w ramach programu lekowego	bezpłatny	0
329	Palivizumabum	08054083006109	Synagis	roztwór do wstrzykiwań	100 mg/ml	1 ml	dostępne w ramach programu lekowego	bezpłatny	0
332	Panitumumabum	05909990646555	Vectibix	koncentrat do sporządzania roztworu do infuzji	20 mg/ml	1 fiol.po 20 ml	dostępne w ramach programu lekowego	bezpłatny	0
331	Panitumumabum	05909990646531	Vectibix	koncentrat do sporządzania roztworu do infuzji	20 mg/ml	1 fiol.po 5 ml	dostępne w ramach programu lekowego	bezpłatny	0
333	Paricalcitolum	05909990942022	Paricalcitol Fresenius	roztwór do wstrzykiwań	2 μg/ml	5 fiol.	dostępne w ramach programu lekowego	bezpłatny	0
334	Paricalcitolum	04046241091243	Paricalcitol Fresenius	roztwór do wstrzykiwań	2 μg/ml	5 fiol.a 1 ml	dostępne w ramach programu lekowego	bezpłatny	0
336	Paricalcitolum	05909990942060	Paricalcitol Fresenius	roztwór do wstrzykiwań	5 μg/ml	5 fiol. a 1 ml	dostępne w ramach programu lekowego	bezpłatny	0
335	Paricalcitolum	04046241079906	Paricalcitol Fresenius	roztwór do wstrzykiwań	5 μg/ml	5 fiol.a 1 ml	dostępne w ramach programu lekowego	bezpłatny	0
337	Pasireotidum	05909991200305	Signifor	proszek i rozpuszczalnik do sporządzania zawiesiny do wstrzykiwań	20 mg	1 fiol. proszku + 1 amp.-strzyk. 2 ml rozp. + 1 igła + 1 łącznik fiolki	dostępne w ramach programu lekowego	bezpłatny	0
338	Pasireotidum	05909991200312	Signifor	proszek i rozpuszczalnik do sporządzania zawiesiny do wstrzykiwań	40 mg	1 fiol. proszku + 1 amp.-strzyk. 2 ml rozp. + 1 igła + 1 łącznik fiolki	dostępne w ramach programu lekowego	bezpłatny	0
339	Pasireotidum	05909991200336	Signifor	proszek i rozpuszczalnik do sporządzania zawiesiny do wstrzykiwań	60 mg	1 fiol. proszku + 1 amp.-strzyk. 2 ml rozp. + 1 igła + 1 łącznik fiolki	dostępne w ramach programu lekowego	bezpłatny	0
340	Pazopanibum	05909990764877	Votrient	tabletki powlekane	200 mg	30 tabl.	dostępne w ramach programu lekowego	bezpłatny	0
341	Pazopanibum	05909990764884	Votrient	tabletki powlekane	200 mg	90 tabl.	dostępne w ramach programu lekowego	bezpłatny	0
342	Pazopanibum	05909990764891	Votrient	tabletki powlekane	400 mg	30 tabl.	dostępne w ramach programu lekowego	bezpłatny	0
343	Pazopanibum	05909990764907	Votrient	tabletki powlekane	400 mg	60 tabl.	dostępne w ramach programu lekowego	bezpłatny	0
344	Peginterferonum alfa-2a	05909990984718	Pegasys	roztwór do wstrzykiwań	270 μg/ml	1 amp.-strz.po  0,5 ml	dostępne w ramach programu lekowego	bezpłatny	0
345	Peginterferonum alfa-2a	05909990984817	Pegasys	roztwór do wstrzykiwań	360 μg/ml	1 amp.-strz.po  0,5 ml	dostępne w ramach programu lekowego	bezpłatny	0
346	Peginterferonum alfa-2a	05902768001013	Pegasys	roztwór do wstrzykiwań	90 µg/0,5 ml	1 amp.-strz.po 0,5 ml (+igła)	dostępne w ramach programu lekowego	bezpłatny	0
347	Peginterferonum beta-1a	00646520442274	Plegridy	roztwór do wstrzykiwań	125 μg	2 amp.-strz.po 0,5 ml	dostępne w ramach programu lekowego	bezpłatny	0
348	Peginterferonum beta-1a	00646520442113	Plegridy	roztwór do wstrzykiwań	125 μg	2 wstrz.po 0,5 ml	dostępne w ramach programu lekowego	bezpłatny	0
349	Peginterferonum beta-1a	00646520441970	Plegridy	roztwór do wstrzykiwań	"63 μg; 94 μg"	2 amp.-strz.po 0,5 ml	dostępne w ramach programu lekowego	bezpłatny	0
350	Peginterferonum beta-1a	00646520437201	Plegridy	roztwór do wstrzykiwań	"63 μg; 94 μg"	2 wstrz.po 0,5 ml	dostępne w ramach programu lekowego	bezpłatny	0
351	Pegvisomant	05909990006281	Somavert	proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań	10 mg	30 amp.-strzyk.	dostępne w ramach programu lekowego	bezpłatny	0
352	Pegvisomant	05909990006298	Somavert	proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań	15 mg	30 amp.-strzyk.	dostępne w ramach programu lekowego	bezpłatny	0
353	Pembrolizumabum	05901549325126	Keytruda	koncentrat do sporządzania roztworu do infuzji	25 mg/ml	1 fiol. 4 ml	dostępne w ramach programu lekowego	bezpłatny	0
354	Pertuzumabum	05902768001006	Perjeta	koncentrat do sporządzania roztworu do infuzji	420 mg	1 fiol.	dostępne w ramach programu lekowego	bezpłatny	0
356	Pirfenidonum	05902768001181	Esbriet	tabletki powlekane	267 mg	252 szt.	dostępne w ramach programu lekowego	bezpłatny	0
355	Pirfenidonum	05902768001198	Esbriet	tabletki powlekane	267 mg	63 szt.	dostępne w ramach programu lekowego	bezpłatny	0
357	Pirfenidonum	05902768001211	Esbriet	tabletki powlekane	801 mg	84 szt.	dostępne w ramach programu lekowego	bezpłatny	0
358	Pixantroni dimaleas	05909991206475	Pixuvri	proszek do sporządzania koncentratu roztworu do infuzji	29 mg	1 fiol.	dostępne w ramach programu lekowego	bezpłatny	0
359	Pomalidomidum	05909991185589	Imnovid	kaps. twarda	1 mg	21 szt.	dostępne w ramach programu lekowego	bezpłatny	0
360	Pomalidomidum	05909991185596	Imnovid	kaps. twarda	2 mg	21 szt.	dostępne w ramach programu lekowego	bezpłatny	0
361	Pomalidomidum	05909991185602	Imnovid	kaps. twarda	3 mg	21 szt.	dostępne w ramach programu lekowego	bezpłatny	0
362	Pomalidomidum	05909991185619	Imnovid	kaps. twarda	4 mg	21 szt.	dostępne w ramach programu lekowego	bezpłatny	0
363	Ponatinibum	07640159433613	Iclusig	tabletki powlekane	15 mg	60 szt.	dostępne w ramach programu lekowego	bezpłatny	0
364	Ponatinibum	07640159433637	Iclusig	tabletki powlekane	45 mg	30 szt.	dostępne w ramach programu lekowego	bezpłatny	0
365	Radium dichloridum Ra223	05908229300176	Xofigo	roztwór do wstrzykiwań	1100 kBq/mL	1 fiol. 6 ml	dostępne w ramach programu lekowego	bezpłatny	0
366	Ranibizumab	05909990000005	Lucentis	roztwór do wstrzykiwań	10 mg/ml	1 fiol. a 0,23 ml	dostępne w ramach programu lekowego	bezpłatny	0
367	Ribavirinum	05909990999828	Rebetol	kapsułki twarde	200 mg	140 szt.	dostępne w ramach programu lekowego	bezpłatny	0
368	Ribociclibum	05909991336769	Kisqali	tabletki powlekane	200 mg	63 szt.	dostępne w ramach programu lekowego	bezpłatny	0
369	Riociguatum	05908229300305	Adempas	tabletki powlekane	0,5 mg	42 szt.	dostępne w ramach programu lekowego	bezpłatny	0
370	Riociguatum	05908229300336	Adempas	tabletki powlekane	1 mg	42 szt.	dostępne w ramach programu lekowego	bezpłatny	0
371	Riociguatum	05908229300367	Adempas	tabletki powlekane	1,5 mg	42 szt.	dostępne w ramach programu lekowego	bezpłatny	0
372	Riociguatum	05908229300398	Adempas	tabletki powlekane	2 mg	42 szt.	dostępne w ramach programu lekowego	bezpłatny	0
373	Riociguatum	05908229300428	Adempas	tabletki powlekane	2,5 mg	42 szt.	dostępne w ramach programu lekowego	bezpłatny	0
374	Risankizumabum	08054083019277	Skyrizi	roztwór do wstrzykiwań	75 mg/0,83 ml	2 ampułko-strzykawki + 2 gaziki nasączone alkoholem	dostępne w ramach programu lekowego	bezpłatny	0
375	Rituximabum	05996537003155	Blitzima	koncentrat do sporządzania roztworu do infuzji	100 mg	2 fiol.po 10 ml	dostępne w ramach programu lekowego	bezpłatny	0
376	Rituximabum	05996537002158	Blitzima	koncentrat do sporządzania roztworu do infuzji	500 mg	1 fiol.po 50 ml	dostępne w ramach programu lekowego	bezpłatny	0
377	Rituximabum	05909990418817	MabThera	koncentrat do sporządzania roztworu do infuzji	100 mg	2 fiol.po 10 ml	dostępne w ramach programu lekowego	bezpłatny	0
378	Rituximabum	05909990418824	MabThera	koncentrat do sporządzania roztworu do infuzji	500 mg	1 fiol.po 50 ml	dostępne w ramach programu lekowego	bezpłatny	0
379	Rituximabum	07613421032975	Riximyo	koncentrat do sporządzania roztworu do infuzji	100 mg	2 fiol.po 10 ml	dostępne w ramach programu lekowego	bezpłatny	0
380	Rituximabum	07613421032982	Riximyo	koncentrat do sporządzania roztworu do infuzji	500 mg	1 fiol.po 50 ml	dostępne w ramach programu lekowego	bezpłatny	0
381	Romiplostimum	08715131018139	Nplate	proszek do sporządzania roztworu do wstrzykiwań	125 mcg	1 fiol. proszku	dostępne w ramach programu lekowego	bezpłatny	0
382	Romiplostimum	05909990766994	Nplate	proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań	250 mcg	1 fiol. proszku + zestaw do rozpuszczenia leku	dostępne w ramach programu lekowego	bezpłatny	0
383	Ruxolitinibum	05909991053789	Jakavi	tabletki	15 mg	56 szt.	dostępne w ramach programu lekowego	bezpłatny	0
384	Ruxolitinibum	05909991053833	Jakavi	tabletki	20 mg	56 szt.	dostępne w ramach programu lekowego	bezpłatny	0
385	Ruxolitinibum	05909991053758	Jakavi	tabletki	5 mg	56 szt.	dostępne w ramach programu lekowego	bezpłatny	0
386	Sekukinumab	05909991203832	Cosentyx	roztwór do wstrzykiwań	150 mg/ml	"2 amp.-strz.; 2 wstrz."	dostępne w ramach programu lekowego	bezpłatny	0
387	Selexipagum	07640111932796	Uptravi	tabletki powlekane	1000 μg	60 szt.	dostępne w ramach programu lekowego	bezpłatny	0
388	Selexipagum	07640111932802	Uptravi	tabletki powlekane	1200 μg	60 szt.	dostępne w ramach programu lekowego	bezpłatny	0
389	Selexipagum	07640111932819	Uptravi	tabletki powlekane	1400 μg	60 szt.	dostępne w ramach programu lekowego	bezpłatny	0
390	Selexipagum	07640111932826	Uptravi	tabletki powlekane	1600 μg	60 szt.	dostępne w ramach programu lekowego	bezpłatny	0
391	Selexipagum	07640111932833	Uptravi	tabletki powlekane	200 μg	140 szt.	dostępne w ramach programu lekowego	bezpłatny	0
392	Selexipagum	07640111932758	Uptravi	tabletki powlekane	200 μg	60 szt.	dostępne w ramach programu lekowego	bezpłatny	0
393	Selexipagum	07640111932765	Uptravi	tabletki powlekane	400 μg	60 szt.	dostępne w ramach programu lekowego	bezpłatny	0
394	Selexipagum	07640111932772	Uptravi	tabletki powlekane	600 μg	60 szt.	dostępne w ramach programu lekowego	bezpłatny	0
395	Selexipagum	07640111932789	Uptravi	tabletki powlekane	800 μg	60 szt.	dostępne w ramach programu lekowego	bezpłatny	0
396	Sildenafili citras	05909991338015	Sildenafil Aurovitas	tabletki powlekane	20 mg	90 szt.	dostępne w ramach programu lekowego	bezpłatny	0
397	Sildenafilum	05055565731932	Granpidam	tabletki powlekane	20 mg	90 szt.	dostępne w ramach programu lekowego	bezpłatny	0
398	Sildenafilum	05903060610545	Remidia	tabletki powlekane	20 mg	90 tabl.	dostępne w ramach programu lekowego	bezpłatny	0
399	Sildenafilum	05909990967780	Revatio	proszek do sporządzania zawiesiny doustnej	10 mg/ml	1 butelka 32,27 g (112 ml zawiesiny)	dostępne w ramach programu lekowego	bezpłatny	0
400	Sildenafilum	05909991355715	Sildenafil Zentiva	tabletki powlekane	20 mg	90 tabl.	dostępne w ramach programu lekowego	bezpłatny	0
401	Sofosbuvirum + Velpatasvirum	05391507142108	Epclusa	tabletki powlekane	400 + 100 mg	28 szt.	dostępne w ramach programu lekowego	bezpłatny	0
402	Somatropinum	05909990887170	Genotropin 12	proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań	12  (36 j.m.) mg	5 jednorazowych, wielodawkowych wstrzykiwaczy GoQuick zawierających wkład z proszkiem i rozpuszczalnikiem po 1 ml	dostępne w ramach programu lekowego	bezpłatny	0
403	Somatropinum	05909990887095	Genotropin 5,3	proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań	5,3 (16 j.m.) mg	5 jednorazowych wielodawkowych wstrzykiwaczy GoQuick zawierających wkład z proszkiem i rozpuszczalnikiem po 1 ml	dostępne w ramach programu lekowego	bezpłatny	0
404	Somatropinum	05909990072897	Omnitrope	roztwór do wstrzykiwań	10 mg/1,5 ml (30 j.m.)	5 wkł.po 1,5 ml	dostępne w ramach programu lekowego	bezpłatny	0
405	Somatropinum	05909990050161	Omnitrope	roztwór do wstrzykiwań	5 mg/1,5 ml (15 j.m.)	5 wkł.po 1,5 ml	dostępne w ramach programu lekowego	bezpłatny	0
406	Sorafenibum	05909990588169	Nexavar	tabletki powlekane	200 mg	112 szt.	dostępne w ramach programu lekowego	bezpłatny	0
407	Sunitinibum	05909990079377	Sutent	kapsułki twarde	12,5 mg	28 szt.	dostępne w ramach programu lekowego	bezpłatny	0
408	Sunitinibum	05909990079384	Sutent	kapsułki twarde	25 mg	28 szt.	dostępne w ramach programu lekowego	bezpłatny	0
409	Sunitinibum	05909990079391	Sutent	kapsułki twarde	50 mg	28 szt.	dostępne w ramach programu lekowego	bezpłatny	0
410	Temsirolimusum	05909990080663	Torisel	koncentrat i rozpuszczalnik do sporządzania roztworu do infuzji	30 mg	1 fiol. 1,2 ml + 1 fiol. 2,2 ml rozp.	dostępne w ramach programu lekowego	bezpłatny	0
411	Tenofoviri disoproxil	05909991291457	Ictady	tabletki powlekane	245 mg	30 tabl.	dostępne w ramach programu lekowego	bezpłatny	0
412	Tenofoviri disoproxil	05909991285883	Tenofovir disoproxil Stada	tabletki powlekane	245 mg	30 tabl.	dostępne w ramach programu lekowego	bezpłatny	0
413	Tenofoviri disoproxil	05909991298708	Tenofovir disoproxil Zentiva	tabletki powlekane	245 mg	30 tabl.	dostępne w ramach programu lekowego	bezpłatny	0
414	Tenofovirum disoproxilum	05909991330026	Tenofovir disoproxil Accord	tabletki powlekane	245 mg	30 szt.	dostępne w ramach programu lekowego	bezpłatny	0
415	Tenofovirum disoproxilum	05909991379704	Tenofovir disoproxil Aurovitas	tabletki powlekane	245 mg	30 szt.	dostępne w ramach programu lekowego	bezpłatny	0
416	Tenofovirum disoproxilum	05902020926801	Tenofovir disoproxil Mylan	tabletki powlekane	245 mg	30 tabl.	dostępne w ramach programu lekowego	bezpłatny	0
417	Tenofovirum disoproxilum	05909991335533	Tenofovir Polpharma	tabletki powlekane	245 mg	30 szt.	dostępne w ramach programu lekowego	bezpłatny	0
418	Tenofovirum disoproxilum	05909991374563	Tenofovir Synoptis	tabletki powlekane	245 mg	30 szt.	dostępne w ramach programu lekowego	bezpłatny	0
419	Teriflunomidum	05909991088170	Aubagio	tabletki powlekane	14 mg	28 tabl.	dostępne w ramach programu lekowego	bezpłatny	0
420	Tobramycinum	05909990045976	Bramitob	roztwór do nebulizacji	300 mg/4 ml	56 poj.po 4 ml	dostępne w ramach programu lekowego	bezpłatny	0
421	Tobramycinum	05909991308292	Tobramycin Via pharma	roztwór do nebulizacji	300 mg/5 ml	56 amp. 5 ml	dostępne w ramach programu lekowego	bezpłatny	0
422	Tobramycinum	05909991321444	Tobramycyna SUN	roztwór do nebulizacji	300 mg/5 ml	56 amp. 5 ml	dostępne w ramach programu lekowego	bezpłatny	0
427	Tocilizumabum	05902768001075	RoActemra	roztwór do wstrzykiwań	162 mg/ml	4 amp.-strz.	dostępne w ramach programu lekowego	bezpłatny	0
423	Tocilizumabum	05000471007053	RoActemra	koncentrat do sporządzania roztworu do infuzji	20 mg/ml	1 fiol.a 20 ml	dostępne w ramach programu lekowego	bezpłatny	0
425	Tocilizumabum	05909990678259	RoActemra	koncentrat do sporządzania roztworu do infuzji	20 mg/ml	1 fiol.po 10 ml	dostępne w ramach programu lekowego	bezpłatny	0
424	Tocilizumabum	05909990678266	RoActemra	koncentrat do sporządzania roztworu do infuzji	20 mg/ml	1 fiol.po 20 ml	dostępne w ramach programu lekowego	bezpłatny	0
426	Tocilizumabum	05909990678273	RoActemra	koncentrat do sporządzania roztworu do infuzji	20 mg/ml	1 fiol.po 4 ml	dostępne w ramach programu lekowego	bezpłatny	0
428	Tofacitinibum	05415062342800	Xeljanz	tabletki powlekane	10 mg	56 szt.	dostępne w ramach programu lekowego	bezpłatny	0
429	Tofacitinibum	05907636977100	Xeljanz	tabletki powlekane	5 mg	56 szt.	dostępne w ramach programu lekowego	bezpłatny	0
430	Toxinum botulinicum typum A ad iniectabile	05909990674817	Botox 	proszek do sporządzenia roztworu do wstrzykiwań	100 Jednostek Allergan	1 fiol.	dostępne w ramach programu lekowego	bezpłatny	0
431	Toxinum botulinicum typum A ad iniectabile	05909991072094	Dysport	proszek do sporządzenia roztworu do wstrzykiwań	300 j.	1 fiol.po 300 j.	dostępne w ramach programu lekowego	bezpłatny	0
432	Toxinum botulinicum typum A ad iniectabile	05909990729227	Dysport	proszek do sporządzenia roztworu do wstrzykiwań	500 j.	1 fiol.po 500 j.	dostępne w ramach programu lekowego	bezpłatny	0
433	Toxinum botulinicum typum A ad iniectabile	05909990643950	Xeomin 	proszek do sporządzenia roztworu do wstrzykiwań	100 j.	1 fiol.po 100 j. (LD50)	dostępne w ramach programu lekowego	bezpłatny	0
434	Trabectedinum	05909990635177	Yondelis	proszek do sporządzania koncentratu roztworu do infuzji	0,25 mg	1 fiol.	dostępne w ramach programu lekowego	bezpłatny	0
435	Trabectedinum	05909990635184	Yondelis	proszek do sporządzania koncentratu roztworu do infuzji	1 mg	1 fiol.	dostępne w ramach programu lekowego	bezpłatny	0
436	Trametinibum	05909991141813	Mekinist	tabletki powlekane	0,5 mg	30 szt.	dostępne w ramach programu lekowego	bezpłatny	0
437	Trametinibum	05909991141851	Mekinist	tabletki powlekane	2 mg	30 szt.	dostępne w ramach programu lekowego	bezpłatny	0
438	Trastuzumabum	05909990855919	Herceptin	proszek do przygotowania koncentratu do sporządzania roztworu do infuzji	150 mg	1 fiol.po 15 ml	dostępne w ramach programu lekowego	bezpłatny	0
439	Trastuzumabum	05902768001037	Herceptin	roztwór do wstrzykiwań	600 mg	1 fiol.	dostępne w ramach programu lekowego	bezpłatny	0
440	Trastuzumabum	08806238000315	Herzuma	proszek do sporządzania koncentratu roztworu do infuzji	150 mg	1 fiol. proszku	dostępne w ramach programu lekowego	bezpłatny	0
441	Trastuzumabum	05996537004107	Herzuma	proszek do sporządzania koncentratu roztworu do infuzji	150 mg	1 fiol. proszku	dostępne w ramach programu lekowego	bezpłatny	0
442	Trastuzumabum	08715131016982	Kanjinti	proszek do sporządzania koncentratu do przygotowania roztworu do infuzji	150 mg	1 fiolka po 20 ml	dostępne w ramach programu lekowego	bezpłatny	0
443	Trastuzumabum	08715131016975	Kanjinti	proszek do sporządzania koncentratu do przygotowania roztworu do infuzji	420 mg	1 fiolka po 50 ml	dostępne w ramach programu lekowego	bezpłatny	0
444	Trastuzumabum	05901797710415	Ogivri	proszek do sporządzania koncentratu roztworu do infuzji	150 mg	1 fiol. proszku 15 ml	dostępne w ramach programu lekowego	bezpłatny	0
445	Trastuzumabum	05901797710781	Ogivri	proszek do sporządzania koncentratu roztworu do infuzji	420 mg	1 fiol. proszku	dostępne w ramach programu lekowego	bezpłatny	0
446	Trastuzumabum	08809593170006	Ontruzant	proszek do sporządzania koncentratu roztworu do infuzji	150 mg	1 fiol. 15 ml	dostępne w ramach programu lekowego	bezpłatny	0
447	Trastuzumabum	05415062339176	Trazimera	proszek do sporządzania koncentratu roztworu do infuzji	150 mg	1 fiol. proszku	dostępne w ramach programu lekowego	bezpłatny	0
448	Trastuzumabum	05415062346655	Trazimera	proszek do sporządzania koncentratu roztworu do infuzji	420 mg	1 fiol. proszku	dostępne w ramach programu lekowego	bezpłatny	0
449	Trastuzumabum	05055565766378	Zercepac	proszek do sporządzania koncentratu roztworu do infuzji	150 mg	1 fiol.	dostępne w ramach programu lekowego	bezpłatny	0
450	Trastuzumabum emtansinum	05902768001044	Kadcyla	proszek do sporządzania koncentratu roztworu do infuzji	100 mg	1 fiol. proszku	dostępne w ramach programu lekowego	bezpłatny	0
451	Trastuzumabum emtansinum	05902768001051	Kadcyla	proszek do sporządzania koncentratu roztworu do infuzji	160 mg	1 fiol. proszku	dostępne w ramach programu lekowego	bezpłatny	0
452	Treprostynilum	05909990046805	Remodulin	roztwór do infuzji	1 mg/ml	1 szt. (1 fiol.po 20 ml)	dostępne w ramach programu lekowego	bezpłatny	0
453	Treprostynilum	05909990046850	Remodulin	roztwór do infuzji	2,5 mg/ml	1 szt. (1 fiol.po 20 ml)	dostępne w ramach programu lekowego	bezpłatny	0
454	Treprostynilum	05909990046867	Remodulin	roztwór do infuzji	5 mg/ml	1 szt. (1 fiol.po 20 ml)	dostępne w ramach programu lekowego	bezpłatny	0
455	Treprostynilum	05909991418618	Tresuvi	roztwór do infuzji	1 mg/ml	1 fiol. po 10 ml	dostępne w ramach programu lekowego	bezpłatny	0
456	Treprostynilum	05909991418649	Tresuvi	roztwór do infuzji	10 mg/ml	1 fiol. po 10 ml	dostępne w ramach programu lekowego	bezpłatny	0
457	Treprostynilum	05909991418625	Tresuvi	roztwór do infuzji	2,5 mg/ml	1 fiol. po 10 ml	dostępne w ramach programu lekowego	bezpłatny	0
458	Treprostynilum	05909991418632	Tresuvi	roztwór do infuzji	5 mg/ml	1 fiol. po 10 ml	dostępne w ramach programu lekowego	bezpłatny	0
460	Trifluridinum + Tipiracilum	05901571320618	Lonsurf	tabletki powlekane	15+6,14 mg	20 szt.	dostępne w ramach programu lekowego	bezpłatny	0
459	Trifluridinum + Tipiracilum	05901571320625	Lonsurf	tabletki powlekane	15+6,14 mg	60 szt.	dostępne w ramach programu lekowego	bezpłatny	0
462	Trifluridinum + Tipiracilum	05901571320632	Lonsurf	tabletki powlekane	20+8,19 mg	20 szt.	dostępne w ramach programu lekowego	bezpłatny	0
461	Trifluridinum + Tipiracilum	05901571320649	Lonsurf	tabletki powlekane	20+8,19 mg	60 szt.	dostępne w ramach programu lekowego	bezpłatny	0
463	Triptorelinum	05909990486915	Diphereline SR 3,75	proszek i rozpuszczalnik do sporządzania zawiesiny o przedłużonym uwalnianiu do wstrzykiwań	3,75 mg	1 fiol. + 1 amp.po 2 ml + 1 strz. + 2 igły	dostępne w ramach programu lekowego	bezpłatny	0
464	Turoctocogum alfa	05909991203399	NovoEight	proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań	1000 j.m.	1 fiol. + 1 amp.-strz.+ 1 łącznik fiol.	dostępne w ramach programu lekowego	bezpłatny	0
465	Turoctocogum alfa	05909991203405	NovoEight	proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań	1500 j.m.	1 fiol. + 1 amp.-strz.+ 1 łącznik fiol.	dostępne w ramach programu lekowego	bezpłatny	0
466	Turoctocogum alfa	05909991203412	NovoEight	proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań	2000 j.m.	1 fiol. + 1 amp.-strz.+ 1 łącznik fiol.	dostępne w ramach programu lekowego	bezpłatny	0
467	Turoctocogum alfa	05909991203375	NovoEight	proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań	250 j.m.	1 fiol. + 1 amp.-strz.+ 1 łącznik fiol.	dostępne w ramach programu lekowego	bezpłatny	0
468	Turoctocogum alfa	05909991203429	NovoEight	proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań	3000 j.m.	1 fiol. + 1 amp.-strz.+ 1 łącznik fiol.	dostępne w ramach programu lekowego	bezpłatny	0
469	Turoctocogum alfa	05909991203382	NovoEight	proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań	500 j.m.	1 fiol. + 1 amp.-strz.+ 1 łącznik fiol.	dostępne w ramach programu lekowego	bezpłatny	0
470	Ustekinumabum	05909991307066	Stelara	koncentrat do sporządzania roztworu do infuzji	130 mg	1 fiolka (30ml)	dostępne w ramach programu lekowego	bezpłatny	0
471	Ustekinumabum	05909997077505	Stelara	roztwór do wstrzykiwań 	45 mg	1 amp-strz.	dostępne w ramach programu lekowego	bezpłatny	0
472	Ustekinumabum	05909997077512	Stelara	roztwór do wstrzykiwań w ampułko-strzykawce	90 mg	1 amp-strz.	dostępne w ramach programu lekowego	bezpłatny	0
473	Vandetanibum	05909990935437	Caprelsa	tabletki powlekane	100 mg	30 szt.	dostępne w ramach programu lekowego	bezpłatny	0
474	Vandetanibum	05909990935444	Caprelsa	tabletki powlekane	300 mg	30 szt.	dostępne w ramach programu lekowego	bezpłatny	0
475	Vedolizumabum	05909991138202	Entyvio	proszek do sporządzania koncentratu roztworu do infuzji	300 mg	1 fiol. proszku	dostępne w ramach programu lekowego	bezpłatny	0
476	Velaglucerasum alfa	05909990816774	Vpriv	proszek do sporządzania roztworu do infuzji	400 j.m.	1 fiol.	dostępne w ramach programu lekowego	bezpłatny	0
477	Vemurafenibum	05909990935581	Zelboraf	tabletki powlekane	240 mg	56 szt.	dostępne w ramach programu lekowego	bezpłatny	0
478	Venetoclaxum	08054083013688	Venclyxto	tabletki powlekane	10 mg	14 szt.	dostępne w ramach programu lekowego	bezpłatny	0
481	Venetoclaxum	08054083013916	Venclyxto	tabletki powlekane	100 mg	112 szt.	dostępne w ramach programu lekowego	bezpłatny	0
480	Venetoclaxum	08054083013701	Venclyxto	tabletki powlekane	100 mg	14 szt.	dostępne w ramach programu lekowego	bezpłatny	0
479	Venetoclaxum	08054083013695	Venclyxto	tabletki powlekane	100 mg	7 szt.	dostępne w ramach programu lekowego	bezpłatny	0
482	Venetoclaxum	08054083013718	Venclyxto	tabletki powlekane	50 mg	7 szt.	dostępne w ramach programu lekowego	bezpłatny	0
483	Vismodegibum	05902768001020	Erivedge	kapsułki twarde	150 mg	28 szt.	dostępne w ramach programu lekowego	bezpłatny	0
